name,market,city,status,efficiency_score,total_funding
Zoosk, Social Media ,San Francisco,operating,49.3,61600000.0
Antengo, Location Based Services ,La Jolla,operating,49.2,400000.0
Crowdtap, Social Media ,New York,operating,49.2,15000000.0
General Sentiment, Software ,Brownville,operating,49.2,2198512.0
NativeX, Mobile Analytics ,Sartell,operating,49.2,0.0
Quri, Location Based Services ,San Francisco,operating,49.2,14758235.0
RazorGator, Sports ,Los Angeles,operating,49.2,58800000.0
Scribd, Publishing ,San Francisco,operating,49.2,25762000.0
SpamLion, Software ,Cotati,operating,49.2,362500.0
SplitSecnd, Hardware + Software ,Nashville,operating,49.2,5049997.0
Tellapal, Software ,San Francisco,operating,49.2,35950000.0
Vectra Networks, Security ,San Jose,operating,49.2,42840000.0
about.me, Identity Management ,San Francisco,operating,49.1,17087500.0
AlphaClone, Stock Exchanges ,San Francisco,operating,49.1,1400000.0
Bitly, Curated Web ,New York,operating,49.1,31400000.0
Colectica, Big Data Analytics ,Minneapolis,operating,49.1,250000.0
Complete Genomics, Life Sciences ,Mountain View,operating,49.1,104490061.0
Crowdly, Finance ,Boston,operating,49.1,1892730.0
EcoMotors, Clean Technology ,Allen Park,operating,49.1,58750000.0
eHarmony, Curated Web ,Santa Monica,operating,49.1,113000000.0
FutureAdvisor, Software ,San Francisco,operating,49.1,21500000.0
Gogobot, Local Search ,Menlo Park,operating,49.1,39000000.0
Livestream, Video Streaming ,New York,operating,49.1,14699973.0
Optimizely, Software ,San Francisco,operating,49.1,88200000.0
WatchDox, Enterprise Software ,Palo Alto,operating,49.1,35750000.0
Apartment List, Online Rental ,San Francisco,operating,49.0,21000000.0
Cold Plasma Medical Technologies, Health Care ,Scottsdale,operating,49.0,3716163.0
Collective Bias, Shopping ,Rogers,operating,49.0,11000000.0
Enervee, Clean Energy ,Santa Monica,operating,49.0,1700000.0
eThor.com, Restaurants ,San Francisco,operating,49.0,2288898.0
Globial, Social Media ,Sunnyvale,operating,49.0,0.0
ICEdot, Hardware + Software ,Tulsa,operating,49.0,1030000.0
InSync Software, Software ,San Jose,operating,49.0,12399999.0
Listia, Craigslist Killers ,Mountain View,operating,49.0,11165000.0
New Avenue Inc, Home Renovation ,Emeryville,operating,49.0,726000.0
Onit, Software ,Houston,operating,49.0,7588999.0
Oris4, Content ,Palo Alto,operating,49.0,4000000.0
Simply Measured, Analytics ,Seattle,operating,49.0,29000000.0
UrgentRx, Medical ,Denver,operating,49.0,26950000.0
VIPorbit Software, Analytics ,Keller,operating,49.0,3500000.0
ZEFR, Entertainment ,Venice,operating,49.0,60062378.0
Advanced-Tec, Manufacturing ,Hazleton,operating,48.9,335000.0
Better Finance, E-Commerce ,San Francisco,operating,48.9,37000000.0
BloomReach, Enterprise Software ,Mountain View,operating,48.9,41000000.0
CipherHealth, Analytics ,New York,operating,48.9,0.0
DataSift, Big Data ,San Francisco,operating,48.9,77892396.0
Groupon, Advertising ,Chicago,operating,48.9,1137000000.0
Handmade Mobile, Social Media ,Santa Monica,operating,48.9,15391438.0
InVitae, Biotechnology ,San Francisco,operating,48.9,195502111.0
Jibe, Employment ,New York,operating,48.9,40875000.0
Linkable Networks, Loyalty Programs ,Boston,operating,48.9,28729937.0
Nativo, Advertising ,El Segundo,operating,48.9,11249996.0
Order Mapper, Software ,Las Vegas,operating,48.9,630000.0
Quintic, Hardware + Software ,Santa Clara,operating,48.9,12300000.0
"SayHired, Inc.", Investment Management ,San Francisco,operating,48.9,0.0
Selectable Media, Advertising ,New York,operating,48.9,4570000.0
Totango, Customer Service ,Palo Alto,operating,48.9,19300000.0
ZipZap, E-Commerce ,San Francisco,operating,48.9,2700000.0
Zynga, Technology ,San Francisco,operating,48.9,866550786.0
Appticles, Digital Media ,England,operating,48.8,282355.0
Asana, Collaboration ,San Francisco,operating,48.8,38200000.0
Biodesy, Biotechnology ,Burlingame,operating,48.8,15350009.0
BlueConic, Marketing Automation ,Boston,operating,48.8,8000000.0
Carbonite, Technology ,Boston,operating,48.8,67192715.0
Culture Jam, Mobile ,Los Angeles,operating,48.8,1700000.0
DoubleDutch, Enterprise Application ,San Francisco,operating,48.8,37945000.0
Get Satisfaction, Social CRM ,San Francisco,operating,48.8,20850000.0
Gogoro, Energy ,San Francisco,operating,48.8,150000000.0
Heyzap, Mobile Advertising ,San Francisco,operating,48.8,7995000.0
"Machine Zone, Inc.", Games ,Palo Alto,operating,48.8,13300000.0
Memoir, Photography ,New York,operating,48.8,6718000.0
Nora Therapeutics, Biotechnology ,Palo Alto,operating,48.8,20932000.0
Raise Marketplace, E-Commerce ,Chicago,operating,48.8,66900000.0
RxVantage, Pharmaceuticals ,Culver City,operating,48.8,2750000.0
Savings.com, Curated Web ,Los Angeles,operating,48.8,10000000.0
TRAFFIQ, Advertising ,New York,operating,48.8,18000000.0
BaubleBar, Jewelry ,New York,operating,48.7,15600000.0
Chartio, Analytics ,San Francisco,operating,48.7,6770000.0
Codeanywhere, Enterprise Software ,Palo Alto,operating,48.7,848000.0
Enable Injections, Health Care ,Cincinnati,operating,48.7,2000000.0
Enertiv, Analytics ,New York,operating,48.7,1940000.0
Farmeron, SaaS ,Columbus,operating,48.7,4065000.0
Fastly, Web Hosting ,San Francisco,operating,48.7,54000000.0
FiveStars, Loyalty Programs ,San Francisco,operating,48.7,42650000.0
"GENETRIX SOCIETY, INC", Sustainability ,Atlanta,operating,48.7,172600000.0
Homejoy, Hospitality ,San Francisco,operating,48.7,39700000.0
Intelen, Consumer Behavior ,New York,operating,48.7,3110000.0
Jiff, Health and Wellness ,Palo Alto,operating,48.7,26800000.0
LineStream Technologies, Clean Technology ,Cleveland,operating,48.7,1000000.0
Logentries, Business Analytics ,Boston,operating,48.7,11100000.0
Magisto, Apps ,New York,operating,48.7,20500000.0
Pantheon, Web CMS ,San Francisco,operating,48.7,32800000.0
Passport, Mobile Payments ,Charlotte,operating,48.7,7537500.0
PromoJam, Enterprise Software ,Los Angeles,operating,48.7,1700000.0
Risk I/O, Software ,Chicago,operating,48.7,10250000.0
RivalHealth, Health and Wellness ,Raleigh,operating,48.7,3130000.0
"Solix BioSystems, Inc.", Clean Technology ,Fort Collins,operating,48.7,68800000.0
UpCity, Network Security ,Chicago,operating,48.7,3500000.0
Uprizer Labs, Software ,Austin,operating,48.7,5250000.0
Vionic, Discounts ,San Diego,operating,48.7,3600000.0
Voovio aka 3Ditize, Industrial ,Houston,operating,48.7,3200000.0
Wish, Curated Web ,San Francisco,operating,48.7,78700000.0
App.net, Advertising ,San Francisco,operating,48.6,3000000.0
Banjo, Sports ,Redwood City,operating,48.6,21000000.0
Boston University, Education ,Boston,operating,48.6,7000000.0
Chloe + Isabel, Social Commerce ,New York,operating,48.6,32450000.0
CloudMade, Navigation ,Menlo Park,operating,48.6,16297850.0
Fab, Design ,New York,operating,48.6,336325000.0
GinzaMetrics, Analytics ,San Francisco,operating,48.6,1714000.0
Grand Rounds, Healthcare Services ,San Francisco,operating,48.6,51000000.0
HG Data Company, Analytics ,Santa Barbara,operating,48.6,6259998.0
IIX Inc., Networking ,Palo Alto,operating,48.6,16217039.0
Mobiquity, Mobile ,Wellesley,operating,48.6,28000000.0
Moda Operandi, Fashion ,New York,operating,48.6,78414215.0
Personal Genome Diagnostics (PGD), Biotechnology ,Baltimore,operating,48.6,2900000.0
SilverCloud Health, Cloud Data Services ,New York,operating,48.6,1929900.0
The Betty Mills Company, E-Commerce ,San Mateo,operating,48.6,271250.0
UsingMiles, Travel ,Denver,operating,48.6,3265000.0
Vizerra, Software ,San Francisco,operating,48.6,16000000.0
Webtalk, Internet ,St. Petersburg,operating,48.6,1150000.0
Zentila, Enterprises ,Windermere,operating,48.6,4300000.0
BAM Labs, Health and Wellness ,Los Gatos,operating,48.5,12651237.0
Beehive Industries, Software ,Lincoln,operating,48.5,3500000.0
CellARide, SMS ,St Louis,operating,48.5,190000.0
Flipboard, News ,Palo Alto,operating,48.5,160500000.0
Foodem, Hospitality ,Baltimore,operating,48.5,875000.0
Fuel (fuelpowered.com), Humanitarian ,San Francisco,operating,48.5,5975000.0
Geofeedia, Social Media Monitoring ,Chicago,operating,48.5,3790000.0
HealthTap, Health Care ,Palo Alto,operating,48.5,38250000.0
LeadGenius, Sales and Marketing ,Berkeley,operating,48.5,6000000.0
Lover.ly, E-Commerce ,New York,operating,48.5,4970000.0
Nestio, Technology ,New York,operating,48.5,2323000.0
Pricing Engine, Advertising ,New York,operating,48.5,1325000.0
Relationship Science, Hospitality ,New York,operating,48.5,90000000.0
SIFTSORT.COM, Curated Web ,New York,operating,48.5,650000.0
Synoptos Inc., Visualization ,Reston,operating,48.5,1664000.0
Voxy, Language Learning ,New York,operating,48.5,18800000.0
Wingz, Collaboration ,San Francisco,operating,48.5,2025000.0
XO Group, Media ,New York,operating,48.5,19600000.0
Apportable, Mobile ,San Francisco,operating,48.4,8700000.0
Brandlive, SaaS ,Portland,operating,48.4,1715000.0
BucketFeet, Internet ,Chicago,operating,48.4,5860000.0
CX, Enterprise Software ,Palo Alto,operating,48.4,7659999.0
Global Grind, Music ,New York,operating,48.4,7100000.0
Glooko, iPhone ,Palo Alto,operating,48.4,11500000.0
Hampton Creek, Consumer Goods ,San Francisco,operating,48.4,30000000.0
Hortonworks, Search ,Palo Alto,operating,48.4,248000000.0
InforcePRO software, Health and Insurance ,Cambridge,operating,48.4,2047197.0
iQuantifi.com, Technology ,Franklin,operating,48.4,2600000.0
just.me 2014 Inc, Mobile Advertising ,Palo Alto,operating,48.4,4325000.0
LiveSchool, Education ,Nashville,operating,48.4,2395319.0
MediaHound, Technology ,Culver City,operating,48.4,5270000.0
Mixpo, Video ,Seattle,operating,48.4,10500000.0
Mojo Motors, Cars ,New York,operating,48.4,6457640.0
MoodMe, Software ,Sunnyvale,operating,48.4,528640.0
NetSpark, Internet ,New York,operating,48.4,2000000.0
Path, Mobile ,San Francisco,operating,48.4,76989867.0
RedCap, Transportation ,San Francisco,operating,48.4,2525000.0
"Snapfinger, Inc.", Enterprise Software ,Alpharetta,operating,48.4,10760000.0
SOL REPUBLIC, Consumer Electronics ,San Francisco,operating,48.4,54756014.0
Vaultive, Security ,Boston,operating,48.4,11000000.0
Zet Universe, Software ,Palo Alto,operating,48.4,12000.0
Acupera, Health Care ,San Francisco,operating,48.3,6000000.0
AdhereTech, Medical Devices ,New York,operating,48.3,2350000.0
Athlete Network, Brand Marketing ,Kansas City,operating,48.3,1300000.0
BIO-PATH HOLDINGS, Biotechnology ,Houston,operating,48.3,2317000.0
BraveNewTalent, Communities ,San Francisco,operating,48.3,1845836.0
ChoreMonster, Mobile ,Cincinnati,operating,48.3,3640035.0
Encentiv Energy, Utilities ,Pittsburgh,operating,48.3,300000.0
Farmigo, Green Consumer Goods ,Brooklyn,operating,48.3,10000000.0
Fenix International, Clean Technology ,San Francisco,operating,48.3,0.0
Globecon Group, Education ,Jersey City,operating,48.3,1500000.0
GoSave, Mobile ,Los Angeles,operating,48.3,1235000.0
Greencloud Technologies, Enterprise Software ,Greenville,operating,48.3,15996797.0
HackerRank, Recruiting ,Mountain View,operating,48.3,12400000.0
LabStyle Innovations, Hardware + Software ,Newark,operating,48.3,20407600.0
Marketecture, Software ,American Fork,operating,48.3,1473000.0
Mobile Pulse, Mobile ,Denver,operating,48.3,3130473.0
Navmii, Maps ,San Francisco,operating,48.3,4241446.0
Postmates, E-Commerce ,San Francisco,operating,48.3,23010000.0
Room 77, Travel ,Mountain View,operating,48.3,43800000.0
SalesLoft, Sales Automation ,Boulder,operating,48.3,818000.0
Scoot Networks, Public Transportation ,San Francisco,operating,48.3,4129658.0
Soldsie, E-Commerce ,San Francisco,operating,48.3,5000000.0
StartSpanish, Language Learning ,San Diego,operating,48.3,440000.0
Take the Interview, Human Resources ,New York,operating,48.3,5271762.0
zulily, E-Commerce ,Seattle,operating,48.3,138600000.0
Aereo, Curated Web ,New York,operating,48.2,97000000.0
Brighter.com, Curated Web ,Santa Monica,operating,48.2,28000000.0
ChallengePost, Curated Web ,New York,operating,48.2,4600000.0
Citymaps, Maps ,New York,operating,48.2,5000000.0
Clinkle, Payments ,San Francisco,operating,48.2,30515000.0
Evermind, Health Care ,Nashville,operating,48.2,5115000.0
Foneshow, Video Streaming ,Portland,operating,48.2,2075000.0
Gild, Recruiting ,San Francisco,operating,48.2,25900000.0
Graveyard Pizza, Hospitality ,Las Vegas,operating,48.2,500.0
Greenlots, Clean Technology ,San Francisco,operating,48.2,7000000.0
HealthMicro,Unknown,Los Altos,operating,48.2,0.0
Inkd.com, Design ,Seattle,operating,48.2,5600000.0
Jump Ramp Games, Mobile ,New York,operating,48.2,3000000.0
Lever, Recruiting ,San Francisco,operating,48.2,12800000.0
MoneyFarm, Financial Services ,Milano,operating,48.2,5613564.0
Namely, Enterprise Software ,New York,operating,48.2,21800000.0
Open mHealth, Health Care Information Technology ,San Francisco,operating,48.2,2347000.0
PowerLinks Media, Advertising ,New York,operating,48.2,4000000.0
Readz, Content Creators ,Woodland Hills,operating,48.2,6445000.0
RevTrax, Advertising ,New York,operating,48.2,1825800.0
Richcreek International, Consulting ,Marion,operating,48.2,500.0
Rijuven, Mobile Health ,Wexford,operating,48.2,3218879.0
SendMe, Mobile ,San Francisco,operating,48.2,34500000.0
Side.Cr, Mobile ,San Francisco,operating,48.2,35000000.0
Swoop, Advertising ,Cambridge,operating,48.2,11300000.0
Volvant, Lead Generation ,Palo Alto,operating,48.2,400000.0
Aprius, Hardware + Software ,Washington,operating,48.1,22000000.0
Britely, Curated Web ,Palo Alto,operating,48.1,3900000.0
CHNL, File Sharing ,Santa Monica,operating,48.1,2727384.0
CitySourced, Mobile ,Los Angeles,operating,48.1,1395000.0
ClassPass, Health and Wellness ,New York,operating,48.1,14000000.0
Clikthrough, Video ,San Francisco,operating,48.1,2000000.0
CloudOpt, Cloud Computing ,Seattle,operating,48.1,1215000.0
CompleteSet, Collectibles ,Cincinnati,operating,48.1,684000.0
Fluidinfo, Enterprise Software ,New York,operating,48.1,2654239.0
Intercom, Software ,San Francisco,operating,48.1,30750000.0
Jelastic, Web Hosting ,Palo Alto,operating,48.1,8067000.0
Kinetic Social, Social Media Marketing ,New York,operating,48.1,32000000.0
LevelUp, Payments ,Boston,operating,48.1,40000000.0
Love With Food, Marketplaces ,Foster City,operating,48.1,2095000.0
LTG Exam Prep Platform, Education ,Boston,operating,48.1,3000000.0
Meez, Games ,San Francisco,operating,48.1,10200000.0
MuseAmi, Music ,Princeton,operating,48.1,1500000.0
One Inc., Mobile ,San Francisco,operating,48.1,1150050.0
Outline, Analytics ,Cambridge,operating,48.1,892000.0
Ovuline, Mobile ,Boston,operating,48.1,2500000.0
PernixData, Enterprise Software ,San Jose,operating,48.1,62000000.0
PulsePoint, Internet Technology ,New York,operating,48.1,13485455.0
Ryzing, Social Media ,Philadelphia,operating,48.1,4678000.0
ScriptRock, Intelligent Systems ,San Francisco,operating,48.1,9952199.0
SendUs, Games ,Culver City,operating,48.1,25125716.0
Silvercar, Transportation ,Austin,operating,48.1,31526848.0
Techlicious, Women ,New York,operating,48.1,110000.0
TVPage, Video ,San Diego,operating,48.1,2215000.0
Twice, Online Shopping ,San Francisco,operating,48.1,23100000.0
Verbling, Education ,San Francisco,operating,48.1,1020000.0
adjust, Mobile ,San Francisco,operating,48.0,11900000.0
Attentive.ly, Nonprofits ,Washington,operating,48.0,1650000.0
Badgeville, Enterprise Software ,Redwood City,operating,48.0,39950000.0
BlazeMeter, Enterprise Software ,New York,operating,48.0,7700000.0
Copper Mobile, Mobile ,Dallas,operating,48.0,1300000.0
Doochoo, Analytics ,San Francisco,operating,48.0,968000.0
Flixlab, Video ,Palo Alto,operating,48.0,5102400.0
Gramble World BV, Games ,San Francisco,operating,48.0,5752000.0
HighlightCam, Video ,Palo Alto,operating,48.0,3000000.0
Klooff, News ,New York,operating,48.0,1496500.0
MamaBear App, Tracking ,Tampa,operating,48.0,2100000.0
MediaBrix, Tablets ,New York,operating,48.0,11500000.0
Mixed Dimensions Inc. (MXD3D), 3D Printing ,San Mateo,operating,48.0,2628000.0
Nix Hydra, Mobile Games ,Los Angeles,operating,48.0,5615000.0
Oomba, Development Platforms ,Irvine,operating,48.0,3615400.0
Oomnitza, Mobile ,Mountain View,operating,48.0,2010598.0
Open Places, Entertainment ,San Francisco,operating,48.0,1100000.0
Panjo, E-Commerce ,Santa Monica,operating,48.0,1872500.0
Pathbrite, Education ,San Francisco,operating,48.0,11700000.0
PixelFlow, Video ,San Mateo,operating,48.0,300000.0
Populr, Sales and Marketing ,Nashville,operating,48.0,975000.0
SeamlessDocs, Government Innovation ,New York,operating,48.0,1650000.0
SlideBatch, Software ,St Louis,operating,48.0,780000.0
Social Media Simplified, Test and Measurement ,Port St. Lucie,operating,48.0,510000.0
StartWire, Collaboration ,Lebanon,operating,48.0,5500000.0
"TheFind, Inc.", E-Commerce ,Mountain View,operating,48.0,26000000.0
VIPerks, Curated Web ,Cleveland,operating,48.0,250000.0
Viralheat, Social Media Monitoring ,San Mateo,operating,48.0,6825000.0
VOIQ, Big Data ,San Francisco,operating,48.0,345000.0
Z2, Games ,Seattle,operating,48.0,6499999.0
Activate Networks, Health Care ,Newton,operating,47.9,16000000.0
Boatbound, E-Commerce ,San Francisco,operating,47.9,4460000.0
Bonfyre, Mobile ,St Louis,operating,47.9,2980000.0
Communities for Cause, Nonprofits ,Huntington Beach,operating,47.9,765000.0
Duolingo, Translation ,Pittsburgh,operating,47.9,38300000.0
Embedly, Curated Web ,Boston,operating,47.9,1020000.0
EveryMove, Corporate Wellness ,Seattle,operating,47.9,6118000.0
Ezakus, Big Data ,New York,operating,47.9,8576699.0
Fastpoint Games, Technology ,Tempe,operating,47.9,10110000.0
Impulcity, Vertical Search ,Cincinnati,operating,47.9,1400000.0
JRapid, Enterprise Software ,Sunnyvale,operating,47.9,420000.0
Kanvas Labs, Photography ,New York,operating,47.9,3436500.0
Kumbuya, Discounts ,Chicago,operating,47.9,873720.0
Little Bird, Social Media ,Portland,operating,47.9,2741668.0
littleBits Electronics, Hardware + Software ,New York,operating,47.9,15600000.0
Local Market Launch, Local ,Santa Barbara,operating,47.9,3500000.0
Local Yokel Media, Advertising ,Stamford,operating,47.9,2288352.0
Moat, Displays ,New York,operating,47.9,16500000.0
Peloton Interactive, Hardware + Software ,New York,operating,47.9,14707000.0
Picotek INC, M2M ,Cambridge,operating,47.9,538000.0
Sentimed Medical Corporation, Health Care ,Cambridge,operating,47.9,475000.0
Showpitch, Digital Media ,Weston,operating,47.9,2800000.0
SmartShoot, Collaborative Consumption ,San Francisco,operating,47.9,750000.0
SoMoLend, Finance ,Cincinnati,operating,47.9,5395000.0
Tandem, Business Intelligence ,Orlando,operating,47.9,1525000.0
Zoom, Collaboration ,Santa Clara,operating,47.9,15500000.0
Zubie, Hardware + Software ,Sullivans Island,operating,47.9,10000000.0
Amplify.LA, Finance ,Venice,operating,47.8,12600000.0
AtriCure, Medical Devices ,West Chester,operating,47.8,8500000.0
Bellhops, Collaborative Consumption ,Chattanooga,operating,47.8,7800000.0
Belly, Loyalty Programs ,Chicago,operating,47.8,24975000.0
